ejecucion,iteracion,gbest_gen,average,gbest_historico
2026-04-03 18:37:15.736056Z,1,10.483027793194942,41.26527763063232,10.483027793194942
2026-04-03 18:37:15.736056Z,2,4.183033797679233,40.605844233279484,4.183033797679233
2026-04-03 18:37:15.736056Z,3,2.3236954018227713,37.03110584338362,2.3236954018227713
2026-04-03 18:37:15.736056Z,4,1.3513658769809265,33.861831485821355,1.3513658769809265
2026-04-03 18:37:15.736056Z,5,2.8703912659603894,33.105121263216994,1.3513658769809265
2026-04-03 18:37:15.736056Z,6,3.492606439670137,28.719238288661373,1.3513658769809265
2026-04-03 18:37:15.736056Z,7,3.0699641990501743,26.274606109317478,1.3513658769809265
2026-04-03 18:37:15.736056Z,8,2.089711193144991,26.257572672172003,1.3513658769809265
2026-04-03 18:37:15.736056Z,9,1.6450135417133591,24.280120713510286,1.3513658769809265
2026-04-03 18:37:15.736056Z,10,1.1436319754293773,22.64635748385988,1.1436319754293773
2026-04-03 18:37:15.736056Z,11,1.137963936653243,20.573990838865793,1.137963936653243
2026-04-03 18:37:15.736056Z,12,1.2278512289210042,21.907267314429447,1.137963936653243
2026-04-03 18:37:15.736056Z,13,1.1362436074189937,17.912497586427918,1.1362436074189937
2026-04-03 18:37:15.736056Z,14,1.0912607088935857,17.31327976540702,1.0912607088935857
2026-04-03 18:37:15.736056Z,15,1.0403161190392858,16.91263384110186,1.0403161190392858
2026-04-03 18:37:15.736056Z,16,0.9993824460506744,15.453204647030907,0.9993824460506744
2026-04-03 18:37:15.736056Z,17,1.0940505689305358,17.440997594364575,0.9993824460506744
2026-04-03 18:37:15.736056Z,18,1.0232372282648452,13.743817909198638,0.9993824460506744
2026-04-03 18:37:15.736056Z,19,1.0885353725531228,14.842521334851014,0.9993824460506744
2026-04-03 18:37:15.736056Z,20,0.9987229428565918,13.962594091736973,0.9987229428565918
2026-04-03 18:37:15.736056Z,21,1.0188528278432862,14.609518316020019,0.9987229428565918
2026-04-03 18:37:15.736056Z,22,1.0060849167096073,13.148778872011723,0.9987229428565918
2026-04-03 18:37:15.736056Z,23,0.9983919217308568,13.677380996916758,0.9983919217308568
2026-04-03 18:37:15.736056Z,24,1.007055375174133,12.646452402401595,0.9983919217308568
2026-04-03 18:37:15.736056Z,25,0.9967643235432497,11.778453055023606,0.9967643235432497
2026-04-03 18:37:15.736056Z,26,1.005389919002921,11.017678278976032,0.9967643235432497
2026-04-03 18:37:15.736056Z,27,0.9959439366064782,10.829464958235938,0.9959439366064782
2026-04-03 18:37:15.736056Z,28,1.0100180263829657,10.948760812608038,0.9959439366064782
2026-04-03 18:37:15.736056Z,29,0.16574704941158735,10.790544177494063,0.16574704941158735
2026-04-03 18:37:15.736056Z,30,1.650886283070923,19.402759031305308,0.16574704941158735
2026-04-03 18:37:15.736056Z,31,0.1634682649965704,14.963555951161052,0.1634682649965704
2026-04-03 18:37:15.736056Z,32,0.2247819476653028,14.715603179912126,0.1634682649965704
2026-04-03 18:37:15.736056Z,33,0.028035401402837223,13.057879660476367,0.028035401402837223
2026-04-03 18:37:15.736056Z,34,0.09826653966840837,13.628360861794425,0.028035401402837223
2026-04-03 18:37:15.736056Z,35,0.006051136402398072,12.728970900317602,0.006051136402398072
2026-04-03 18:37:15.736056Z,36,0.006553057853853517,12.83627300456076,0.006051136402398072
2026-04-03 18:37:15.736056Z,37,0.01622457294989843,10.955222130627417,0.006051136402398072
2026-04-03 18:37:15.736056Z,38,0.0014918707791391483,12.424168400742369,0.0014918707791391483
2026-04-03 18:37:15.736056Z,39,0.001077908735902966,10.31631299095212,0.001077908735902966
2026-04-03 18:37:15.736056Z,40,0.05871269069348628,10.649646825743373,0.001077908735902966
2026-04-03 18:37:15.736056Z,41,0.012371419359791247,10.629567081980879,0.001077908735902966
2026-04-03 18:37:15.736056Z,42,0.014626853723555655,10.78276658152913,0.001077908735902966
2026-04-03 18:37:15.736056Z,43,0.004584052733179078,8.507818428717822,0.001077908735902966
2026-04-03 18:37:15.736056Z,44,0.007147882241296699,10.038060999201768,0.001077908735902966
2026-04-03 18:37:15.736056Z,45,0.0023683509764076405,9.131733978065261,0.001077908735902966
2026-04-03 18:37:15.736056Z,46,0.009509211376707682,9.071501301671578,0.001077908735902966
2026-04-03 18:37:15.736056Z,47,0.008174205666483303,8.145531740937946,0.001077908735902966
2026-04-03 18:37:15.736056Z,48,0.0013862546200247294,7.913827698488078,0.001077908735902966
2026-04-03 18:37:15.736056Z,49,0.0022248922251861813,7.528210012095596,0.001077908735902966
2026-04-03 18:37:15.736056Z,50,0.004285850214570175,7.1121467544932635,0.001077908735902966
2026-04-03 18:37:15.736056Z,51,0.0017660216992005928,6.959892568134836,0.001077908735902966
2026-04-03 18:37:15.736056Z,52,0.00045625112069203055,6.607497634698002,0.00045625112069203055
2026-04-03 18:37:15.736056Z,53,0.0011238489557090503,6.594322620495848,0.00045625112069203055
2026-04-03 18:37:15.736056Z,54,0.0003500063417938293,6.218455000263618,0.0003500063417938293
2026-04-03 18:37:15.736056Z,55,0.0012247050832261408,6.572236866468721,0.0003500063417938293
2026-04-03 18:37:15.736056Z,56,0.00011579341399503562,6.239367246939244,0.00011579341399503562
2026-04-03 18:37:15.736056Z,57,0.00039127999112764655,6.119532891166791,0.00011579341399503562
2026-04-03 18:37:15.736056Z,58,0.0005365242962849237,6.259922333329236,0.00011579341399503562
2026-04-03 18:37:15.736056Z,59,0.00031326581334134573,6.548206715038496,0.00011579341399503562
2026-04-03 18:37:15.736056Z,60,0.00023798411682030007,6.169785746427379,0.00011579341399503562
2026-04-03 18:37:15.736056Z,61,0.00030021814321834484,5.578900192380193,0.00011579341399503562
2026-04-03 18:37:15.736056Z,62,7.198891580628697e-06,4.658291805418598,7.198891580628697e-06
2026-04-03 18:37:15.736056Z,63,1.296034916009603e-05,5.14163075867781,7.198891580628697e-06
2026-04-03 18:37:15.736056Z,64,2.119677553302779e-05,4.178655107423521,7.198891580628697e-06
2026-04-03 18:37:15.736056Z,65,7.359749035984464e-06,4.751049572750151,7.198891580628697e-06
2026-04-03 18:37:15.736056Z,66,2.130724399584949e-05,4.504189776734346,7.198891580628697e-06
2026-04-03 18:37:15.736056Z,67,1.0873529131316673e-05,4.648796143502763,7.198891580628697e-06
2026-04-03 18:37:15.736056Z,68,6.8563420363432215e-06,3.790783340453392,6.8563420363432215e-06
